2002	http://www.stat-nba.com/player/2002.html	A	亚历克-科斯勒	Alec Kessler	1967-01-13 00:00:00	明尼苏达州明尼阿波利斯	Roswell in Roswell, Georgia	University of Georgia	前锋-中锋	2.11	104	33	1990年第1轮第12顺位被选中
2022	http://www.stat-nba.com/player/2022.html	A	Arvesta Kelly	Arvesta Kelly	1945-11-20 00:00:00	密西西比州杰克逊	暂无信息	Lincoln University of Missouri	后卫	1.88	79	14,15,22	1967年第8轮第6顺位被选中
2029	http://www.stat-nba.com/player/2029.html	A	亚当-基费	Adam Keefe	1970-02-22 00:00:00	加州尔湾	Woodbridge in Irvine, California	Stanford University	前锋	2.06	104	31,32	1992年第1轮第10顺位被选中
2055	http://www.stat-nba.com/player/2055.html	A	艾尔-鲁亚克	Al Lujack	1921-10-05 00:00:00	暂无信息	Connellsville in Connellsville, Pennsylvania	Georgetown University 22	前锋	1.91	100	22	非选秀球员
2063	http://www.stat-nba.com/player/2063.html	A	艾尔-卢卡斯	Al Lucas	1922-07-04 00:00:00	暂无信息	暂无信息	Fordham University 20	前锋-后卫	1.91	88	20	非选秀球员
2084	http://www.stat-nba.com/player/2084.html	A	阿特-朗	Art Long	1972-10-01 00:00:00	纽约罗切斯特	East in Rochester, New York	University of Cincinnati	前锋	2.06	113	0,35,42	非选秀球员
2106	http://www.stat-nba.com/player/2106.html	A	阿尔顿-李斯特	Alton Lister	1958-10-01 00:00:00	德州达拉斯	Woodrow Wilson in Dallas, Texas	Arizona State University	中锋-前锋	2.13	109	53	1981年第1轮第21顺位被选中
2128	http://www.stat-nba.com/player/2128.html	A	安德鲁-勒瓦尼	Andrew Levane	1920-04-11 00:00:00	纽约布鲁克林	James Madison in Brooklyn, New York	St. John's University	前锋-后卫	1.88	86	3,13,14	非选秀球员
2160	http://www.stat-nba.com/player/2160.html	A	阿伦-里维尔	Allen Leavell	1957-05-27 00:00:00	印第安纳州曼西	Muncie Central in Muncie, Indiana	Oklahoma City University	后卫	1.85	77	30	1979年第5轮第16顺位被选中
2168	http://www.stat-nba.com/player/2168.html	A	阿西-劳	Acie Law	1985-01-25 00:00:00	德州达拉斯	Justin F. Kimball in Dallas, Texas	Texas A&M University	后卫	1.91	88	0,2,4	2007年第1轮第11顺位被选中
2187	http://www.stat-nba.com/player/2187.html	A	安东尼奥-朗	Antonio Lang	1972-05-15 00:00:00	阿拉巴马州莫比尔	LeFlore in Mobile, Alabama	Duke University	前锋-后卫	2.03	93	21,22,41	1994年第2轮第2顺位被选中
2188	http://www.stat-nba.com/player/2188.html	A	安德鲁-朗	Andrew Lang	1966-06-28 00:00:00	阿肯色州派恩布拉夫	Dollarway in Pine Bluff, Arkansas	University of Arkansas	中锋	2.11	111	28	1988年第2轮第3顺位被选中
2215	http://www.stat-nba.com/player/2215.html	A	安格洛-穆西	Angelo Musi	1918-07-25 00:00:00	暂无信息	暂无信息	Temple University	后卫	1.75	66	5	非选秀球员
2229	http://www.stat-nba.com/player/2229.html	A	阿伦-墨菲	Allen Murphy	1952-07-15 00:00:00	阿拉巴马伯明翰	A.H. Parker in Birmingham, Alabama	University of Louisville	后卫	1.96	86	20	1975年第2轮第17顺位被选中
