000bf04c-e0c6-4873-9a36-494182205045	09e0c29b-e595-4d2b-ad94-bf730de50302	264	17-18赛季 常规赛
004dcff5-29f5-4a12-a3c0-d66b27b8bfbf	bb0a3e7e-8836-488f-87e9-80f5d044ce16	4014	17-18赛季 常规赛
00804765-1ce3-42b8-a31f-eb86682a2373	affda843-0e17-4851-aaec-dc4cea129b2e	4504	17-18赛季 常规赛
00900d02-ae83-4b33-840d-85086ba9e327	d3628e5f-8172-44ce-997b-7ce4efad17b1	4556	17-18赛季 常规赛
01016f5d-052f-4634-b72b-ed957735f7db	09e0c29b-e595-4d2b-ad94-bf730de50302	4564	17-18赛季 常规赛
012ec9af-fe23-43ce-a2df-f049c1ba12a5	c8c3ecde-68f8-41f6-b234-4354f72d3afc	4487	17-18赛季 常规赛
013f9157-e93e-46e9-bda7-4b5b38cfcfbc	affda843-0e17-4851-aaec-dc4cea129b2e	4514	17-18赛季 常规赛
02478f64-8a2f-47b8-8a30-16f3e19042bb	a2b6d70d-f5f9-4d51-8361-766c38198dfb	1244	17-18赛季 常规赛
02988786-0655-450a-9287-2e7b8431a5d4	affda843-0e17-4851-aaec-dc4cea129b2e	2469	17-18赛季 常规赛
02a61074-2c25-47be-be66-fed741056122	bb0a3e7e-8836-488f-87e9-80f5d044ce16	4496	17-18赛季 常规赛
02f0f19a-5c6e-4fb7-b0ea-9a5146be5307	09e0c29b-e595-4d2b-ad94-bf730de50302	4338	17-18赛季 常规赛
036aa42c-560b-4f33-802a-1cd928f61b9f	c2fcb6c9-63f5-454d-87c9-9977dc2fcee7	4201	17-18赛季 常规赛
03aa54d8-b0de-4f0a-8275-78b6d35d9555	3ef59518-8d58-4fa6-a5cc-16eef086609e	4296	17-18赛季 常规赛
03bc40ac-18cb-44ec-b5e5-1f9f8b5a4eb7	c8c3ecde-68f8-41f6-b234-4354f72d3afc	4151	17-18赛季 常规赛
04056820-15da-4be5-838c-6b7deec9c29a	ddd83928-3176-4f53-9675-1fa2f7bc7057	4306	17-18赛季 常规赛
043c1daf-c530-4943-baa0-bfea03aa1bee	400f5241-2d8c-4e12-8626-a2c6294e8cf2	1476	17-18赛季 常规赛
048e53b9-6411-48e6-b043-655634310ed6	85f42360-b442-44e1-af11-50aaf9dc6a6d	4416	17-18赛季 常规赛
04d7df15-4dee-49ef-9b61-bdf10f006f34	c8c3ecde-68f8-41f6-b234-4354f72d3afc	4242	17-18赛季 常规赛
04fc6ecc-ad72-4ccf-8da5-aa91c69d6a43	09e0c29b-e595-4d2b-ad94-bf730de50302	4338	17-18赛季 常规赛
0550102a-8c94-4046-b9ec-fc916d97b61d	85f42360-b442-44e1-af11-50aaf9dc6a6d	1215	17-18赛季 常规赛
055b03f1-ef0e-4707-8e78-a12b2cc80482	c8c3ecde-68f8-41f6-b234-4354f72d3afc	4410	17-18赛季 常规赛
057a8f39-7b81-4f34-a26b-cdff73e57847	838ca4d6-97bc-4da0-94e7-7b682a83a56c	4084	17-18赛季 常规赛
057ad4bc-e7e2-482c-bdbd-409bb81a329e	d51b9f06-cba9-47d0-8c58-7ee620e5c92b	4446	17-18赛季 常规赛
05a85a85-c901-4ba1-933f-2f8a64311e52	468ae0b5-3be6-4137-a095-21fb1eb61519	4108	17-18赛季 常规赛
06919c63-160d-499e-9f82-842ad318933f	a2b6d70d-f5f9-4d51-8361-766c38198dfb	2961	17-18赛季 常规赛
06aa3dac-ae90-4c60-8c1a-14b8d684eb0c	d0359680-2514-496e-9f33-67ba85b00fcf	1840	17-18赛季 常规赛
06ab7ef1-0d8f-4813-9a15-03a64ec22722	affda843-0e17-4851-aaec-dc4cea129b2e	1245	17-18赛季 常规赛
06b40971-a6a3-446a-bc23-0a9ed4b4a110	5242f11f-456e-4dba-89a5-6de617236cf6	4329	17-18赛季 常规赛
06de4518-a920-4a87-bd63-ceac8b46d458	5242f11f-456e-4dba-89a5-6de617236cf6	4572	17-18赛季 常规赛
07394938-6f40-4b7f-ac77-fc8b2d0fd383	4d7c7173-30bf-4329-859e-bed49a89d003	4313	17-18赛季 常规赛
0772f3e2-ac3d-4af6-955f-319595faaa76	215e4b49-aecd-4508-afa9-05a77cccbeb3	105	17-18赛季 常规赛
07bc317f-96fb-43a4-aa88-1bec908c442c	1aa7b357-2447-44bd-9f0e-b27a2eecdf1d	4604	17-18赛季 常规赛
07e31fab-0fe6-4853-ba13-66f563bf30cf	c8c3ecde-68f8-41f6-b234-4354f72d3afc	4559	17-18赛季 常规赛
0850dd38-5c38-42e6-b250-80022e54606b	85f42360-b442-44e1-af11-50aaf9dc6a6d	4452	17-18赛季 常规赛
086f2ae4-ace2-4367-b02e-6c681d6886de	838ca4d6-97bc-4da0-94e7-7b682a83a56c	4581	17-18赛季 常规赛
0886a46c-ba2e-4c92-b31a-05dffd2f6978	d51b9f06-cba9-47d0-8c58-7ee620e5c92b	4538	17-18赛季 常规赛
0890767c-fe3b-4493-a7a6-96db0fd285fe	d0359680-2514-496e-9f33-67ba85b00fcf	4385	17-18赛季 常规赛
08b107eb-d0cb-40b7-a07b-5ac1c60d8cb1	85f42360-b442-44e1-af11-50aaf9dc6a6d	4579	17-18赛季 常规赛
08d1b974-e547-4296-8fad-624298619809	becf503a-f452-4d40-834a-4593803ce36c	4385	17-18赛季 常规赛
08f4f835-62ed-4f95-869b-5d6ed5e89929	468ae0b5-3be6-4137-a095-21fb1eb61519	4642	17-18赛季 常规赛
08ff4e8b-67a2-40c8-ac7f-694894ec126c	4d7c7173-30bf-4329-859e-bed49a89d003	4367	17-18赛季 常规赛
09992fc7-3f51-46f6-aa44-682bffc65bad	bb0a3e7e-8836-488f-87e9-80f5d044ce16	4535	17-18赛季 常规赛
09fc6b6f-2fc3-4d76-a9b4-192b3a87ac56	1aa7b357-2447-44bd-9f0e-b27a2eecdf1d	4604	17-18赛季 常规赛
0b370c45-18ab-483e-9bee-6231c3d97709	468ae0b5-3be6-4137-a095-21fb1eb61519	4607	17-18赛季 常规赛
0b7e04ca-f1ba-4c69-a825-55dfbe3f8ef2	838ca4d6-97bc-4da0-94e7-7b682a83a56c	4620	17-18赛季 常规赛
0b8ff598-0dd1-48c0-b6e7-caad6b0c0315	4d7c7173-30bf-4329-859e-bed49a89d003	4484	17-18赛季 常规赛
0b9802ee-ffa0-48c8-8123-f1c613aa640a	3ef59518-8d58-4fa6-a5cc-16eef086609e	4543	17-18赛季 常规赛
0bf775a8-0f43-45f9-b1d3-051b35329648	c2fcb6c9-63f5-454d-87c9-9977dc2fcee7	4326	17-18赛季 常规赛
0c12c23c-02ea-4b39-ad38-6666dc78f4a8	16df761f-26e9-425e-8470-af93547d206a	358	17-18赛季 常规赛
0c1f5a73-de98-4aa4-a9af-528d1ac22513	16df761f-26e9-425e-8470-af93547d206a	4626	17-18赛季 常规赛
0c225040-c212-4503-9dde-aadc892def4b	f51aea18-1681-4547-8d9f-62b026654108	4399	17-18赛季 常规赛
0d03108e-2d1d-4653-a968-a408756f2716	affda843-0e17-4851-aaec-dc4cea129b2e	4654	17-18赛季 常规赛
0d2d15b3-99e4-48b5-9574-fb2ebdf2f7b9	f51aea18-1681-4547-8d9f-62b026654108	4399	17-18赛季 常规赛
0d3427be-5f2b-412d-a204-f2eee8b02182	85f42360-b442-44e1-af11-50aaf9dc6a6d	4632	17-18赛季 常规赛
0d44f13b-70b4-450c-a232-82cc58ef9385	1cd7fa0e-9772-47f5-9569-ce66265c3534	4526	17-18赛季 常规赛
