197	http://www.stat-nba.com/coach/197.html	S	萨姆-米切尔	Sam Mitchell	1963-09-02 00:00:00	Columbus, Georgia	Columbus in Columbus, Georgia	Mercer University	6年 2支球队 2次进入季后赛	427场 185胜242负 胜率43.3%	11场 3胜8负 胜率27.3%	0次	0个	1次 (06-07赛季)
198	http://www.stat-nba.com/coach/198.html	D	Doug Moe	Doug Moe	1938-09-21 00:00:00	Brooklyn, New York	The Bullis School in Potomac, Maryland	University of North Carolina	15年 3支球队 12次进入季后赛	1157场 628胜529负 胜率54.3%	83场 33胜50负 胜率39.8%	0次	0个	1次 (87-88赛季)
199	http://www.stat-nba.com/coach/199.html	M	Mike Montgomery	Mike Montgomery	1947-02-27 00:00:00	Long Beach, California	Millikan in Long Beach, California	California State University, Long Beach	2年 1支球队 0次进入季后赛	164场 68胜96负 胜率41.5%	0场	0次	0个	暂无信息
2	http://www.stat-nba.com/coach/2.html	R	里奇-阿杜巴图	Richie Adubato	1937-11-23 00:00:00	Irvington, New Jersey	暂无信息	暂无信息	6年 3支球队 2次进入季后赛	367场 127胜240负 胜率34.6%	8场 2胜6负 胜率25.0%	0次	0个	暂无信息
20	http://www.stat-nba.com/coach/20.html	B	Bill Bertka	Bill Bertka	1927-08-08 00:00:00	暂无信息	暂无信息	Kent State University	2年 1支球队 0次进入季后赛	3场 2胜1负 胜率66.7%	0场	0次	0个	暂无信息
200	http://www.stat-nba.com/coach/200.html	D	Doxie Moore	Doxie Moore	1911-02-13 00:00:00	暂无信息	暂无信息	暂无信息	2年 2支球队 1次进入季后赛	92场 32胜60负 胜率34.8%	8场 4胜4负 胜率50.0%	0次	0个	暂无信息
202	http://www.stat-nba.com/coach/202.html	D	Dick Motta	Dick Motta	1931-09-03 00:00:00	Midvale, Utah	Jordan in Sandy, Utah	Utah State University	25年 5支球队 14次进入季后赛	1952场 935胜1017负 胜率47.9%	126场 56胜70负 胜率44.4%	2次	1个	1次 (70-71赛季)
203	http://www.stat-nba.com/coach/203.html	J	乔-穆兰尼	Joe Mullaney	1925-11-17 00:00:00	Long Island, New York	Chaminade in Mineola, New York	College of the Holy Cross	3年 2支球队 2次进入季后赛	193场 105胜88负 胜率54.4%	30场 16胜14负 胜率53.3%	1次	0个	暂无信息
204	http://www.stat-nba.com/coach/204.html	B	Bill Musselman	Bill Musselman		暂无信息	暂无信息	暂无信息	4年 2支球队 0次进入季后赛	258场 78胜180负 胜率30.2%	0场	0次	0个	暂无信息
205	http://www.stat-nba.com/coach/205.html	E	Eric Musselman	Eric Musselman		暂无信息	暂无信息	暂无信息	3年 2支球队 0次进入季后赛	246场 108胜138负 胜率43.9%	0场	0次	0个	暂无信息
206	http://www.stat-nba.com/coach/206.html	P	皮特-梅耶斯	Pete Myers	1963-09-15 00:00:00	Mobile, Alabama	Williamson in Mobile, Alabama	University of Arkansas at Little Rock	2年 1支球队 0次进入季后赛	3场 0胜3负 胜率0.0%	0场	0次	0个	暂无信息
207	http://www.stat-nba.com/coach/207.html	K	Kenny Natt	Kenny Natt	1958-10-05 00:00:00	Monroe, Louisiana	Bastrop in Bastrop, Louisiana	University of Louisiana at Monroe	1年 1支球队 0次进入季后赛	58场 11胜47负 胜率19.0%	0场	0次	0个	暂无信息
208	http://www.stat-nba.com/coach/208.html	D	唐-尼尔森	Don Nelson	1940-05-15 00:00:00	Muskegon, Michigan	Rock Island in Rock Island, Illinois	University of Iowa	31年 4支球队 18次进入季后赛	2398场 1335胜1063负 胜率55.7%	166场 75胜91负 胜率45.2%	0次	0个	3次 (91-92,82-83,84-85赛季)
209	http://www.stat-nba.com/coach/209.html	T	汤姆-尼萨尔科	Tom Nissalke	1932-07-07 00:00:00	Madison, Wisconsin	暂无信息	暂无信息	9年 4支球队 2次进入季后赛	639场 248胜391负 胜率38.8%	14场 6胜8负 胜率42.9%	0次	0个	1次 (76-77赛季)
21	http://www.stat-nba.com/coach/21.html	A	艾尔-比安奇	Al Bianchi	1932-03-26 00:00:00	Long Island City, New York	暂无信息	Bowling Green State University	2年 1支球队 0次进入季后赛	164场 53胜111负 胜率32.3%	0场	0次	0个	暂无信息
210	http://www.stat-nba.com/coach/210.html	J	Jim O'Brien	Jim O'Brien		暂无信息	暂无信息	暂无信息	9年 3支球队 3次进入季后赛	630场 303胜327负 胜率48.1%	31场 14胜17负 胜率45.2%	0次	0个	暂无信息
211	http://www.stat-nba.com/coach/211.html	K	Kevin O'Neill	Kevin O'Neill		暂无信息	暂无信息	暂无信息	1年 1支球队 0次进入季后赛	82场 33胜49负 胜率40.2%	0场	0次	0个	暂无信息
213	http://www.stat-nba.com/coach/213.html	B	鲍勃-佩蒂特	Bob Pettit	1932-12-12 00:00:00	Baton Rouge, Louisiana	Baton Rouge in Baton Rouge, Louisiana	Louisiana State University	1年 1支球队 0次进入季后赛	6场 4胜2负 胜率66.7%	0场	0次	0个	暂无信息
214	http://www.stat-nba.com/coach/214.html	R	Randy Pfund	Randy Pfund		暂无信息	暂无信息	暂无信息	2年 1支球队 1次进入季后赛	146场 66胜80负 胜率45.2%	5场 2胜3负 胜率40.0%	0次	0个	暂无信息
215	http://www.stat-nba.com/coach/215.html	A	Andy Phillip	Andy Phillip	1922-03-07 00:00:00	Granite City, Illinois	Granite City in Granite City, Illinois	University of Illinois at Urbana-Champaign	1年 1支球队 0次进入季后赛	10场 6胜4负 胜率60.0%	0场	0次	0个	暂无信息
216	http://www.stat-nba.com/coach/216.html	R	Rick Pitino	Rick Pitino	1952-09-18 00:00:00	New York, New York	Saint Dominic in Oyster Bay, New York	University of Massachusetts Amherst	6年 2支球队 2次进入季后赛	412场 192胜220负 胜率46.6%	13场 6胜7负 胜率46.2%	0次	0个	暂无信息
217	http://www.stat-nba.com/coach/217.html	J	Jim Pollard	Jim Pollard	1922-07-09 00:00:00	Oakland, California	Oakland Technical in Oakland, California	Stanford University	2年 2支球队 1次进入季后赛	119场 32胜87负 胜率26.9%	9场 5胜4负 胜率55.6%	0次	0个	暂无信息
218	http://www.stat-nba.com/coach/218.html	G	格雷格-波波维奇	Gregg Popovich	1949-01-28 00:00:00	East Chicago, Indiana	Merrilville in Merrilville, Indiana	United States Air Force Academy	22年 1支球队 21次进入季后赛	1738场 1197胜541负 胜率68.9%	277场 167胜110负 胜率60.3%	6次	5个	3次 (02-03,11-12,13-14赛季)
219	http://www.stat-nba.com/coach/219.html	T	Terry Porter	Terry Porter	1963-04-08 00:00:00	Milwaukee, Wisconsin	South Division in Milwaukee, Wisconsin	University of Wisconsin-Stevens Point	3年 2支球队 1次进入季后赛	215场 99胜116负 胜率46.0%	5场 1胜4负 胜率20.0%	0次	0个	暂无信息
22	http://www.stat-nba.com/coach/22.html	B	伯尼-比克斯达夫	Bernie Bickerstaff	1944-02-11 00:00:00	Benham, Kentucky	East Benham in Benham, Kentucky	University of San Diego	15年 6支球队 5次进入季后赛	937场 419胜518负 胜率44.7%	33场 12胜21负 胜率36.4%	0次	0个	暂无信息
220	http://www.stat-nba.com/coach/220.html	R	Roger Potter	Roger Potter		暂无信息	暂无信息	暂无信息	1年 1支球队 0次进入季后赛	7场 1胜6负 胜率14.3%	0场	0次	0个	暂无信息
221	http://www.stat-nba.com/coach/221.html	K	Kevin Pritchard	Kevin Pritchard	1967-07-17 00:00:00	Bloomington, Indiana	Thomas Edison in Tulsa, Oklahoma	University of Kansas	1年 1支球队 0次进入季后赛	27场 5胜22负 胜率18.5%	0场	0次	0个	暂无信息
222	http://www.stat-nba.com/coach/222.html	K	科特-兰比斯	Kurt Rambis	1958-02-25 00:00:00	Cupertino, California	Cupertino in Cupertino, California	Santa Clara University	4年 3支球队 1次进入季后赛	229场 65胜164负 胜率28.4%	8场 3胜5负 胜率37.5%	0次	0个	暂无信息
223	http://www.stat-nba.com/coach/223.html	J	Jack Ramsay	Jack Ramsay	1925-02-21 00:00:00	Philadelphia, Pennsylvania	Upper Darby in Drexel Hill, Pennsylvania	Saint Joseph's University	21年 4支球队 16次进入季后赛	1647场 864胜783负 胜率52.5%	102场 44胜58负 胜率43.1%	1次	1个	暂无信息
224	http://www.stat-nba.com/coach/224.html	W	威利斯-里德	Willis Reed	1942-06-25 00:00:00	Hico, Louisiana	West Side in Lillie, Louisiana	Grambling State University	4年 2支球队 1次进入季后赛	206场 82胜124负 胜率39.8%	6场 2胜4负 胜率33.3%	0次	0个	暂无信息
225	http://www.stat-nba.com/coach/225.html	C	Chick Reiser	Chick Reiser	1914-12-17 00:00:00	暂无信息	Stuyvesant in New York, New York	New York University	2年 1支球队 0次进入季后赛	30场 8胜22负 胜率26.7%	0场	0次	0个	暂无信息
226	http://www.stat-nba.com/coach/226.html	J	Jerry Reynolds	Jerry Reynolds		暂无信息	暂无信息	暂无信息	4年 1支球队 0次进入季后赛	170场 56胜114负 胜率32.9%	0场	0次	0个	暂无信息
227	http://www.stat-nba.com/coach/227.html	P	帕特-莱利	Pat Riley	1945-03-20 00:00:00	Rome, New York	Linton in Schenectady, New York	University of Kentucky	24年 3支球队 21次进入季后赛	1904场 1210胜694负 胜率63.6%	282场 171胜111负 胜率60.6%	9次	5个	3次 (89-90,96-97,92-93赛季)
228	http://www.stat-nba.com/coach/228.html	D	道格-里弗斯	Doc Rivers	1961-10-13 00:00:00	Chicago, Illinois	Proviso East in Maywood, Illinois	Marquette University	19年 3支球队 14次进入季后赛	1470场 846胜624负 胜率57.6%	161场 82胜79负 胜率50.9%	2次	1个	1次 (99-00赛季)
229	http://www.stat-nba.com/coach/229.html	S	斯科蒂-罗波特森	Scotty Robertson	1930-02-01 00:00:00	Fort Smith, Arkansas	暂无信息	暂无信息	5年 3支球队 0次进入季后赛	287场 109胜178负 胜率38.0%	0场	0次	0个	暂无信息
23	http://www.stat-nba.com/coach/23.html	P	Paul Birch	Paul Birch	1910-01-10 00:00:00	暂无信息	暂无信息	Duquesne University	3年 1支球队 3次进入季后赛	207场 105胜102负 胜率50.7%	14场 4胜10负 胜率28.6%	0次	0个	暂无信息
230	http://www.stat-nba.com/coach/230.html	R	Red Rocha	Red Rocha	1923-09-18 00:00:00	Hilo, Hawaii	Hilo in Hilo, Hawaii	Oregon State University	3年 1支球队 2次进入季后赛	153场 65胜88负 胜率42.5%	10场 4胜6负 胜率40.0%	0次	0个	暂无信息
231	http://www.stat-nba.com/coach/231.html	J	吉米-罗杰斯	Jimmy Rodgers	1943-03-12 00:00:00	暂无信息	暂无信息	Iowa	4年 2支球队 2次进入季后赛	275场 115胜160负 胜率41.8%	8场 2胜6负 胜率25.0%	0次	0个	暂无信息
233	http://www.stat-nba.com/coach/233.html	R	Ron Rothstein	Ron Rothstein		暂无信息	暂无信息	暂无信息	4年 2支球队 0次进入季后赛	328场 97胜231负 胜率29.6%	0场	0次	0个	暂无信息
234	http://www.stat-nba.com/coach/234.html	R	Roy Rubin	Roy Rubin		暂无信息	暂无信息	暂无信息	1年 1支球队 0次进入季后赛	51场 4胜47负 胜率7.8%	0场	0次	0个	暂无信息
235	http://www.stat-nba.com/coach/235.html	B	比尔-拉塞尔	Bill Russell	1934-02-12 00:00:00	Monroe, Louisiana	McClymonds in Oakland, California	University of San Francisco	8年 3支球队 5次进入季后赛	631场 341胜290负 胜率54.0%	61场 34胜27负 胜率55.7%	2次	2个	暂无信息
239	http://www.stat-nba.com/coach/239.html	T	汤姆-桑德斯	Tom Sanders	1938-11-08 00:00:00	New York, New York	Seward Park in New York, New York	New York University	2年 1支球队 0次进入季后赛	62场 23胜39负 胜率37.1%	0场	0次	0个	暂无信息
24	http://www.stat-nba.com/coach/24.html	L	拉里-伯德	Larry Bird	1956-12-07 00:00:00	West Baden, Indiana	Springs Valley in French Lick, Indiana	Indiana State University	3年 1支球队 3次进入季后赛	214场 147胜67负 胜率68.7%	52场 32胜20负 胜率61.5%	1次	0个	1次 (97-98赛季)
240	http://www.stat-nba.com/coach/240.html	F	菲利普-桑德斯	Flip Saunders	1955-02-23 00:00:00	Cleveland, Ohio	Cuyahoga Heights in Cuyahoga Heights, Ohio	University of Minnesota	17年 3支球队 11次进入季后赛	1246场 654胜592负 胜率52.5%	98场 47胜51负 胜率48.0%	0次	0个	暂无信息
241	http://www.stat-nba.com/coach/241.html	H	Herm Schaefer	Herm Schaefer	1918-12-20 00:00:00	暂无信息	Central in Fort Wayne, Indiana	Indiana University	2年 1支球队 2次进入季后赛	137场 62胜75负 胜率45.3%	4场 0胜4负 胜率0.0%	0次	0个	暂无信息
242	http://www.stat-nba.com/coach/242.html	F	Fred Schaus	Fred Schaus	1925-06-30 00:00:00	Newark, Ohio	暂无信息	West Virginia University	7年 1支球队 7次进入季后赛	560场 315胜245负 胜率56.3%	71场 33胜38负 胜率46.5%	4次	0个	暂无信息
243	http://www.stat-nba.com/coach/243.html	D	多尔夫-谢伊斯	Dolph Schayes	1928-05-19 00:00:00	New York, New York	DeWitt Clinton in Bronx, New York	New York University	5年 2支球队 3次进入季后赛	323场 151胜172负 胜率46.7%	21场 9胜12负 胜率42.9%	1次	0个	1次 (65-66赛季)
244	http://www.stat-nba.com/coach/244.html	M	Mike Schuler	Mike Schuler	1940-09-22 00:00:00	Portsmouth, Ohio	Portsmouth in Portsmouth, Ohio	Ohio University	5年 2支球队 2次进入季后赛	338场 179胜159负 胜率53.0%	8场 2胜6负 胜率25.0%	0次	0个	1次 (86-87赛季)
245	http://www.stat-nba.com/coach/245.html	H	Howie Schultz	Howie Schultz		暂无信息	暂无信息	暂无信息	1年 1支球队 0次进入季后赛	35场 21胜14负 胜率60.0%	0场	0次	0个	暂无信息
246	http://www.stat-nba.com/coach/246.html	F	Fred Scolari	Fred Scolari	1922-03-01 00:00:00	暂无信息	暂无信息	University of San Francisco	1年 1支球队 0次进入季后赛	39场 12胜27负 胜率30.8%	0场	0次	0个	暂无信息
247	http://www.stat-nba.com/coach/247.html	B	拜伦-斯科特	Byron Scott	1961-03-28 00:00:00	Ogden, Utah	Morningside in Inglewood, California	Arizona State University	15年 4支球队 4次进入季后赛	1101场 454胜647负 胜率41.2%	57场 33胜24负 胜率57.9%	2次	0个	1次 (07-08赛季)
248	http://www.stat-nba.com/coach/248.html	R	Ray Scott	Ray Scott	1938-07-12 00:00:00	Philadelphia, Pennsylvania	West Philadelphia in Philadelphia, Pennsylvania	University of Portland	4年 1支球队 2次进入季后赛	281场 147胜134负 胜率52.3%	10场 4胜6负 胜率40.0%	0次	0个	1次 (73-74赛季)
249	http://www.stat-nba.com/coach/249.html	G	George Senesky	George Senesky	1922-04-04 00:00:00	Mahanoy City, Pennsylvania	Mahanoy City in Mahanoy City, Pennsylvania	Saint Joseph's University	3年 1支球队 3次进入季后赛	216场 119胜97负 胜率55.1%	20场 10胜10负 胜率50.0%	1次	1个	暂无信息
25	http://www.stat-nba.com/coach/25.html	B	Bill Blair	Bill Blair	1942-03-17 00:00:00	暂无信息	暂无信息	Virginia Military Institute	3年 2支球队 1次进入季后赛	108场 29胜79负 胜率26.9%	2场 0胜2负 胜率0.0%	0次	0个	暂无信息
250	http://www.stat-nba.com/coach/250.html	P	Paul Seymour	Paul Seymour	1928-01-30 00:00:00	Toledo, Ohio	Woodward in Toledo, Ohio	University of Toledo	8年 4支球队 6次进入季后赛	512场 271胜241负 胜率52.9%	35场 14胜21负 胜率40.0%	0次	0个	暂无信息
251	http://www.stat-nba.com/coach/251.html	B	比尔-沙尔曼	Bill Sharman	1926-05-25 00:00:00	Abilene, Texas	Porterville in Porterville, California	University of Southern California	7年 2支球队 5次进入季后赛	573场 333胜240负 胜率58.1%	62场 35胜27负 胜率56.5%	3次	1个	1次 (71-72赛季)
252	http://www.stat-nba.com/coach/252.html	B	布莱恩-肖	Brian Shaw	1966-03-22 00:00:00	Oakland, California	Bishop O'Dowd in Oakland, California	University of California, Santa Barbara	2年 1支球队 0次进入季后赛	141场 56胜85负 胜率39.7%	0场	0次	0个	暂无信息
253	http://www.stat-nba.com/coach/253.html	C	Charley Shipp	Charley Shipp	1913-12-03 00:00:00	暂无信息	Cathedral in Indianapolis, Indiana	Catholic University of America	1年 1支球队 0次进入季后赛	35场 8胜27负 胜率22.9%	0场	0次	0个	暂无信息
254	http://www.stat-nba.com/coach/254.html	G	吉恩-苏	Gene Shue	1931-12-18 00:00:00	Baltimore, Maryland	Towson Catholic in Towson, Maryland	University of Maryland	22年 5支球队 10次进入季后赛	1645场 784胜861负 胜率47.7%	77场 30胜47负 胜率39.0%	2次	0个	2次 (68-69,81-82赛季)
255	http://www.stat-nba.com/coach/255.html	P	Paul Silas	Paul Silas	1943-07-12 00:00:00	Prescott, Arizona	McClymonds in Oakland, California	Creighton University	12年 5支球队 4次进入季后赛	875场 387胜488负 胜率44.2%	29场 13胜16负 胜率44.8%	0次	0个	暂无信息
256	http://www.stat-nba.com/coach/256.html	S	斯科特-斯凯尔斯	Scott Skiles	1964-03-05 00:00:00	LaPorte, Indiana	Plymouth in Plymouth, Indiana	Michigan State University	14年 4支球队 6次进入季后赛	958场 478胜480负 胜率49.9%	42场 18胜24负 胜率42.9%	0次	0个	暂无信息
257	http://www.stat-nba.com/coach/257.html	J	杰里-斯隆	Jerry Sloan	1942-03-28 00:00:00	McLeansboro, Illinois	McLeansboro in McLeansboro, Illinois	University of Evansville	26年 2支球队 20次进入季后赛	2024场 1221胜803负 胜率60.3%	202场 98胜104负 胜率48.5%	2次	0个	暂无信息
258	http://www.stat-nba.com/coach/258.html	K	Keith Smart	Keith Smart	1964-09-21 00:00:00	Baton Rouge, Louisiana	McKinley in Baton Rouge, Louisiana	Indiana University	4年 3支球队 0次进入季后赛	263场 93胜170负 胜率35.4%	0场	0次	0个	暂无信息
259	http://www.stat-nba.com/coach/259.html	J	Jack Smiley	Jack Smiley	1922-12-22 00:00:00	暂无信息	Waterman in Waterman, Illinois	University of Illinois at Urbana-Champaign	1年 1支球队 0次进入季后赛	27场 11胜16负 胜率40.7%	0场	0次	0个	暂无信息
26	http://www.stat-nba.com/coach/26.html	V	文斯-博里拉	Vince Boryla	1927-03-11 00:00:00	East Chicago, Indiana	Washington in East Chicago, Indiana	University of Denver	3年 1支球队 0次进入季后赛	165场 80胜85负 胜率48.5%	0场	0次	0个	暂无信息
261	http://www.stat-nba.com/coach/261.html	E	埃里克-斯波尔斯特拉	Erik Spoelstra	1970-11-01 00:00:00	暂无信息	Jesuit	Portland	10年 1支球队 8次进入季后赛	804场 484胜320负 胜率60.2%	118场 71胜47负 胜率60.2%	4次	2个	暂无信息
262	http://www.stat-nba.com/coach/262.html	G	Garry St. Jean	Garry St. Jean		暂无信息	暂无信息	暂无信息	6年 2支球队 1次进入季后赛	450场 172胜278负 胜率38.2%	4场 1胜3负 胜率25.0%	0次	0个	暂无信息
263	http://www.stat-nba.com/coach/263.html	B	鲍勃-斯塔克	Bob Staak		暂无信息	暂无信息	暂无信息	1年 1支球队 0次进入季后赛	1场 0胜1负 胜率0.0%	0场	0次	0个	暂无信息
264	http://www.stat-nba.com/coach/264.html	L	Larry Staverman	Larry Staverman	1936-10-11 00:00:00	暂无信息	Newport Catholic in Newport, Kentucky	Thomas More College	1年 1支球队 0次进入季后赛	45场 18胜27负 胜率40.0%	0场	0次	0个	暂无信息
265	http://www.stat-nba.com/coach/265.html	B	布拉德-史蒂文斯	Brad Stevens	1976-10-22 00:00:00	Indianapolis, Indiana	Zionsville Community in Zionsville, Indiana	DePauw University	5年 1支球队 4次进入季后赛	410场 221胜189负 胜率53.9%	44场 21胜23负 胜率47.7%	0次	0个	暂无信息
266	http://www.stat-nba.com/coach/266.html	T	特里-斯托特斯	Terry Stotts	1957-11-25 00:00:00	Cedar Falls, Iowa	Bloomington North in Bloomington, Indiana	University of Oklahoma	10年 3支球队 6次进入季后赛	775场 387胜388负 胜率49.9%	40场 12胜28负 胜率30.0%	0次	0个	暂无信息
267	http://www.stat-nba.com/coach/267.html	K	Ken Suesens	Ken Suesens	1916-10-23 00:00:00	暂无信息	暂无信息	暂无信息	1年 1支球队 1次进入季后赛	62场 22胜40负 胜率35.5%	3场 1胜2负 胜率33.3%	0次	0个	暂无信息
268	http://www.stat-nba.com/coach/268.html	E	Ed Tapscott	Ed Tapscott		暂无信息	暂无信息	暂无信息	1年 1支球队 0次进入季后赛	71场 18胜53负 胜率25.4%	0场	0次	0个	暂无信息
269	http://www.stat-nba.com/coach/269.html	J	Jerry Tarkanian	Jerry Tarkanian		暂无信息	暂无信息	暂无信息	1年 1支球队 0次进入季后赛	20场 9胜11负 胜率45.0%	0场	0次	0个	暂无信息
27	http://www.stat-nba.com/coach/27.html	J	Jeff Bower	Jeff Bower	1961-04-26 00:00:00	暂无信息	暂无信息	暂无信息	1年 1支球队 0次进入季后赛	73场 34胜39负 胜率46.6%	0场	0次	0个	暂无信息
270	http://www.stat-nba.com/coach/270.html	R	雷杰-瑟乌斯	Reggie Theus	1957-10-13 00:00:00	Inglewood, California	Inglewood in Inglewood, California	University of Nevada, Las Vegas	2年 1支球队 0次进入季后赛	106场 44胜62负 胜率41.5%	0场	0次	0个	暂无信息
271	http://www.stat-nba.com/coach/271.html	T	汤姆-希伯杜	Tom Thibodeau	1958-01-17 00:00:00	New Britain, Connecticut	暂无信息	暂无信息	7年 2支球队 6次进入季后赛	558场 333胜225负 胜率59.7%	56场 24胜32负 胜率42.9%	0次	0个	1次 (10-11赛季)
272	http://www.stat-nba.com/coach/272.html	I	伊塞亚-托马斯	Isiah Thomas	1961-04-30 00:00:00	Chicago, Illinois	St. Joseph in Westchester, Illinois	Indiana University	5年 2支球队 3次进入季后赛	410场 187胜223负 胜率45.6%	15场 5胜10负 胜率33.3%	0次	0个	暂无信息
273	http://www.stat-nba.com/coach/273.html	R	罗德-索恩	Rod Thorn	1941-05-23 00:00:00	Princeton, West Virginia	Princeton in Princeton, West Virginia	West Virginia University	1年 1支球队 0次进入季后赛	30场 15胜15负 胜率50.0%	0场	0次	0个	暂无信息
274	http://www.stat-nba.com/coach/274.html	J	Jim Todd	Jim Todd		暂无信息	暂无信息	暂无信息	1年 1支球队 0次进入季后赛	37场 4胜33负 胜率10.8%	0场	0次	0个	暂无信息
275	http://www.stat-nba.com/coach/275.html	R	Rolland Todd	Rolland Todd		暂无信息	暂无信息	暂无信息	2年 1支球队 0次进入季后赛	138场 41胜97负 胜率29.7%	0场	0次	0个	暂无信息
276	http://www.stat-nba.com/coach/276.html	M	Mike Todorovich	Mike Todorovich	1923-06-11 00:00:00	暂无信息	Soldan in St. Louis, Missouri	University of Wyoming	1年 1支球队 0次进入季后赛	42场 14胜28负 胜率33.3%	0场	0次	0个	暂无信息
277	http://www.stat-nba.com/coach/277.html	R	鲁迪-汤姆贾诺维奇	Rudy Tomjanovich	1948-11-24 00:00:00	Hamtramck, Michigan	Hamtramck in Hamtramck, Michigan	University of Michigan	13年 2支球队 7次进入季后赛	943场 527胜416负 胜率55.9%	90场 51胜39负 胜率56.7%	2次	2个	暂无信息
278	http://www.stat-nba.com/coach/278.html	G	Gene Tormohlen	Gene Tormohlen	1937-05-12 00:00:00	暂无信息	Holland in Holland, Indiana	University of Tennessee	1年 1支球队 0次进入季后赛	8场 1胜7负 胜率12.5%	0场	0次	0个	暂无信息
279	http://www.stat-nba.com/coach/279.html	J	简-特里亚诺	Jay Triano	1958-09-21 00:00:00	Tillsonburg, Ontario	暂无信息	Simon Fraser	4年 2支球队 0次进入季后赛	308场 108胜200负 胜率35.1%	0场	0次	0个	暂无信息
28	http://www.stat-nba.com/coach/28.html	J	Jim Boylan	Jim Boylan		暂无信息	暂无信息	Marquette University	2年 2支球队 1次进入季后赛	106场 46胜60负 胜率43.4%	4场 0胜4负 胜率0.0%	0次	0个	暂无信息
280	http://www.stat-nba.com/coach/280.html	W	韦斯-昂塞尔德	Wes Unseld	1946-03-14 00:00:00	Louisville, Kentucky	Seneca in Louisville, Kentucky	University of Louisville	7年 1支球队 1次进入季后赛	547场 202胜345负 胜率36.9%	5场 2胜3负 胜率40.0%	0次	0个	暂无信息
281	http://www.stat-nba.com/coach/281.html	D	迪克-范阿斯戴尔	Dick Van Arsdale	1943-02-22 00:00:00	Indianapolis, Indiana	Manual in Indianapolis, Indiana	Indiana University	1年 1支球队 0次进入季后赛	26场 14胜12负 胜率53.8%	0场	0次	0个	暂无信息
282	http://www.stat-nba.com/coach/282.html	B	布奇-范布雷德-考尔夫	Butch Van Breda Kolff	1922-10-28 00:00:00	Glen Ridge, New Jersey	暂无信息	New York University	9年 4支球队 2次进入季后赛	519场 266胜253负 胜率51.3%	33场 21胜12负 胜率63.6%	2次	0个	暂无信息
283	http://www.stat-nba.com/coach/283.html	J	杰夫-范甘迪	Jeff Van Gundy	1962-01-19 00:00:00	Hemet, California	Brockport in Brockport, New York	Nazareth College	11年 2支球队 9次进入季后赛	748场 430胜318负 胜率57.5%	88场 44胜44负 胜率50.0%	1次	0个	暂无信息
284	http://www.stat-nba.com/coach/284.html	S	斯坦-范甘迪	Stan Van Gundy	1959-08-26 00:00:00	Indio, California	Alhambra in Martinez, California	State University of New York at Brockport	12年 3支球队 8次进入季后赛	907场 523胜384负 胜率57.7%	91场 48胜43负 胜率52.7%	1次	0个	暂无信息
285	http://www.stat-nba.com/coach/285.html	K	奇奇-范德维奇	Kiki Vandeweghe	1958-08-01 00:00:00	Wiesbaden, Germany	Pacific Palisades in Pacific Palisades, California	University of California, Los Angeles	1年 1支球队 0次进入季后赛	64场 12胜52负 胜率18.8%	0场	0次	0个	暂无信息
286	http://www.stat-nba.com/coach/286.html	J	杰奎-沃恩	Jacque Vaughn	1975-02-11 00:00:00	Los Angeles, California	John Muir in Pasadena, California	University of Kansas	3年 1支球队 0次进入季后赛	216场 58胜158负 胜率26.9%	0场	0次	0个	暂无信息
287	http://www.stat-nba.com/coach/287.html	D	Dick Versace	Dick Versace		暂无信息	暂无信息	暂无信息	3年 1支球队 1次进入季后赛	160场 73胜87负 胜率45.6%	3场 0胜3负 胜率0.0%	0次	0个	暂无信息
288	http://www.stat-nba.com/coach/288.html	S	萨姆-文森特	Sam Vincent	1963-05-18 00:00:00	Lansing, Michigan	Eastern in Lansing, Michigan	Michigan State University	1年 1支球队 0次进入季后赛	82场 32胜50负 胜率39.0%	0场	0次	0个	暂无信息
289	http://www.stat-nba.com/coach/289.html	D	Dick Vitale	Dick Vitale	1939-06-09 00:00:00	Passaic, New Jersey	暂无信息	Seton Hall University	2年 1支球队 0次进入季后赛	94场 34胜60负 胜率36.2%	0场	0次	0个	暂无信息
29	http://www.stat-nba.com/coach/29.html	C	卡尔-布劳恩	Carl Braun	1927-09-25 00:00:00	Brooklyn, New York	Garden City in Garden City, New York	Colgate University	2年 1支球队 0次进入季后赛	127场 40胜87负 胜率31.5%	0场	0次	0个	暂无信息
290	http://www.stat-nba.com/coach/290.html	F	弗兰克-沃格尔	Frank Vogel		暂无信息	暂无信息	暂无信息	8年 2支球队 5次进入季后赛	595场 304胜291负 胜率51.1%	61场 31胜30负 胜率50.8%	0次	0个	暂无信息
291	http://www.stat-nba.com/coach/291.html	D	达内尔-沃克	Darrell Walker	1961-03-09 00:00:00	Chicago, Illinois	Corliss in Chicago, Illinois	University of Arkansas	3年 2支球队 0次进入季后赛	169场 56胜113负 胜率33.1%	0场	0次	0个	暂无信息
292	http://www.stat-nba.com/coach/292.html	D	Donnie Walsh	Donnie Walsh	1941-03-01 00:00:00	New York, New York	Fordham Preparatory School in Bronx, New York	University of North Carolina	3年 1支球队 1次进入季后赛	142场 60胜82负 胜率42.3%	3场 1胜2负 胜率33.3%	0次	0个	暂无信息
